Customer ID,recency,frequency,monetary,recency_score,monetary_score,frequency_score,RFM_SCORE,RF_SCORE,segment
12347.0,3,2,1323.32,5,4,2,52,52,potential_loyalists
12348.0,74,1,222.16,2,1,1,21,21,hibernating
12349.0,43,4,2646.9900000000002,3,5,3,33,33,need_attention
12351.0,11,1,300.93,5,2,1,51,51,new_customers
12352.0,11,2,343.79999999999995,5,2,2,52,52,potential_loyalists
12353.0,44,1,317.75999999999993,3,2,1,31,31,about_to_sleep
12355.0,203,1,488.21,1,2,1,11,11,hibernating
12356.0,16,3,3562.2499999999995,4,5,3,43,43,potential_loyalists
12357.0,24,2,12079.990000000002,4,5,2,42,42,potential_loyalists
12358.0,11,3,2719.01,5,5,3,53,53,potential_loyalists
12359.0,61,8,2469.36,3,5,5,35,35,loyal_customers
12360.0,15,6,1550.83,4,4,4,44,44,loyal_customers
12361.0,98,3,321.35,2,2,3,23,23,at_Risk
12362.0,374,1,130.0,1,1,1,11,11,hibernating
12366.0,269,1,500.24,1,3,1,11,11,hibernating
12368.0,264,1,917.6999999999999,1,3,1,11,11,hibernating
12369.0,49,3,1791.1499999999999,3,4,3,33,33,need_attention
12370.0,260,3,774.62,1,3,3,13,13,at_Risk
12371.0,45,3,2179.42,3,5,3,33,33,need_attention
12373.0,260,2,763.0500000000001,1,3,2,12,12,hibernating
12374.0,57,3,2246.29,3,5,3,33,33,need_attention
12376.0,25,2,503.15000000000003,4,3,2,42,42,potential_loyalists
12377.0,17,2,1798.2,4,4,2,42,42,potential_loyalists
12378.0,198,1,1407.7,1,4,1,11,11,hibernating
12379.0,58,2,767.98,3,3,2,32,32,about_to_sleep
12380.0,17,10,5167.44,4,5,5,45,45,loyal_customers
12385.0,15,2,1923.3999999999999,4,4,2,42,42,potential_loyalists
12386.0,2,1,258.9,5,2,1,51,51,new_customers
12387.0,51,1,143.94,3,1,1,31,31,about_to_sleep
12388.0,81,2,1120.45,2,4,2,22,22,hibernating
12389.0,38,3,1433.33,3,4,3,33,33,need_attention
12391.0,100,6,2286.9300000000003,2,5,4,24,24,at_Risk
12392.0,227,1,234.75000000000003,1,1,1,11,11,hibernating
12393.0,18,3,794.1500000000001,4,3,3,43,43,potential_loyalists
12395.0,7,4,2048.6400000000003,5,4,3,53,53,potential_loyalists
12396.0,310,1,931.4300000000001,1,3,1,11,11,hibernating
12399.0,21,3,853.65,4,3,3,43,43,potential_loyalists
12400.0,50,1,205.25,3,1,1,31,31,about_to_sleep
12402.0,28,6,1018.5500000000001,4,4,4,44,44,loyal_customers
12403.0,157,1,591.6600000000001,2,3,1,21,21,hibernating
12404.0,318,1,63.24,1,1,1,11,11,hibernating
12406.0,24,4,2791.4599999999996,4,5,3,43,43,potential_loyalists
12408.0,15,5,1437.0700000000002,4,4,4,44,44,loyal_customers
12409.0,56,6,12033.54,3,5,4,34,34,loyal_customers
12410.0,138,1,320.38,2,2,1,21,21,hibernating
12411.0,45,1,346.9,3,2,1,31,31,about_to_sleep
12412.0,38,5,1354.1499999999999,3,4,4,34,34,loyal_customers
12413.0,38,1,241.35,3,1,1,31,31,about_to_sleep
12414.0,99,5,130.0,2,1,4,24,24,at_Risk
12415.0,11,7,19543.84,5,5,4,54,54,champions
12416.0,292,1,202.56,1,1,1,11,11,hibernating
12417.0,37,15,3129.4100000000003,3,5,5,35,35,loyal_customers
12418.0,49,4,1348.3699999999997,3,4,3,33,33,need_attention
12419.0,21,2,503.01,4,3,2,42,42,potential_loyalists
12421.0,51,3,286.56,3,2,3,33,33,need_attention
12422.0,30,18,3315.79,4,5,5,45,45,loyal_customers
12423.0,23,2,763.08,4,3,2,42,42,potential_loyalists
12424.0,58,5,1528.8200000000004,3,4,4,34,34,loyal_customers
12425.0,66,2,903.6099999999999,3,3,2,32,32,about_to_sleep
12426.0,282,2,728.68,1,3,2,12,12,hibernating
12427.0,7,1,303.5,5,2,1,51,51,new_customers
12429.0,1,6,3685.1099999999997,5,5,4,54,54,champions
12431.0,9,16,4303.02,5,5,5,55,55,champions
12433.0,2,6,7052.99,5,5,4,54,54,champions
12434.0,17,1,297.29,4,2,1,41,41,promising
12435.0,32,4,6096.040000000001,4,5,3,43,43,potential_loyalists
12437.0,29,28,7498.189999999999,4,5,5,45,45,loyal_customers
12439.0,318,3,1104.4800000000002,1,4,3,13,13,at_Risk
12440.0,93,3,768.15,2,3,3,23,23,at_Risk
12441.0,2,1,173.55,5,1,1,51,51,new_customers
12443.0,368,1,485.31,1,2,1,11,11,hibernating
12445.0,36,2,293.08000000000004,3,2,2,32,32,about_to_sleep
12449.0,46,2,768.6,3,3,2,32,32,about_to_sleep
12450.0,35,5,469.07,3,2,4,34,34,loyal_customers
12451.0,99,4,3613.01,2,5,3,23,23,at_Risk
12454.0,31,7,4292.71,4,5,4,44,44,loyal_customers
12455.0,81,4,3413.09,2,5,3,23,23,at_Risk
12457.0,53,2,554.53,3,3,2,32,32,about_to_sleep
12458.0,63,2,830.09,3,3,2,32,32,about_to_sleep
12459.0,241,1,454.3599999999999,1,2,1,11,11,hibernating
12460.0,92,1,326.65,2,2,1,21,21,hibernating
12466.0,318,1,56.73,1,1,1,11,11,hibernating
12468.0,66,7,2900.5100000000007,3,5,4,34,34,loyal_customers
12469.0,158,2,3070.54,2,5,2,22,22,hibernating
12470.0,325,1,211.95,1,1,1,11,11,hibernating
12471.0,8,81,19207.69,5,5,5,55,55,champions
12472.0,5,26,10727.21,5,5,5,55,55,champions
12474.0,4,25,4849.9800000000005,5,5,5,55,55,champions
12475.0,45,1,426.26,3,2,1,31,31,about_to_sleep
12476.0,10,18,7169.04,5,5,5,55,55,champions
12477.0,35,3,7056.629999999999,3,5,3,33,33,need_attention
12480.0,35,4,2153.4700000000003,3,5,3,33,33,need_attention
12481.0,1,8,6626.17,5,5,5,55,55,champions
12482.0,85,32,21893.53,2,5,5,25,25,cant_loose
12483.0,14,14,2519.7400000000002,5,5,5,55,55,champions
12484.0,113,8,1808.58,2,4,5,25,25,cant_loose
12485.0,165,1,708.1000000000001,2,3,1,21,21,hibernating
12486.0,67,1,1037.2800000000002,3,4,1,31,31,about_to_sleep
12487.0,366,2,259.79999999999995,1,2,2,12,12,hibernating
12490.0,14,12,4400.710000000001,5,5,5,55,55,champions
12492.0,39,1,452.00000000000006,3,2,1,31,31,about_to_sleep
12494.0,1,5,604.1700000000001,5,3,4,54,54,champions
12495.0,270,2,323.4,1,2,2,12,12,hibernating
12496.0,256,2,54.09,1,1,2,12,12,hibernating
12497.0,36,3,5168.65,3,5,3,33,33,need_attention
12499.0,196,1,393.71999999999997,1,2,1,11,11,hibernating
12500.0,71,12,1666.0400000000002,2,4,5,25,25,cant_loose
12503.0,220,1,1126.0,1,4,1,11,11,hibernating
12504.0,53,2,297.00000000000006,3,2,2,32,32,about_to_sleep
12505.0,29,2,912.5,4,3,2,42,42,potential_loyalists
12507.0,220,1,539.25,1,3,1,11,11,hibernating
12510.0,95,14,2706.7599999999998,2,5,5,25,25,cant_loose
12511.0,50,2,3065.77,3,5,2,32,32,about_to_sleep
12514.0,277,1,580.0799999999999,1,3,1,11,11,hibernating
12516.0,66,2,1336.56,3,4,2,32,32,about_to_sleep
12519.0,100,2,354.35,2,2,2,22,22,hibernating
12523.0,10,17,2475.28,5,5,5,55,55,champions
12524.0,24,10,6605.639999999999,4,5,5,45,45,loyal_customers
12525.0,127,8,835.1799999999998,2,3,5,25,25,cant_loose
12527.0,130,2,386.8,2,2,2,22,22,hibernating
12529.0,158,2,311.78,2,2,2,22,22,hibernating
12530.0,45,7,2066.23,3,4,4,34,34,loyal_customers
12531.0,316,2,1773.8299999999997,1,4,2,12,12,hibernating
12533.0,254,6,1149.99,1,4,4,14,14,at_Risk
12537.0,44,1,732.94,3,3,1,31,31,about_to_sleep
12538.0,14,1,276.5,5,2,1,51,51,new_customers
12539.0,86,3,5646.4,2,5,3,23,23,at_Risk
12540.0,14,17,8798.25,5,5,5,55,55,champions
12542.0,120,4,423.38,2,2,3,23,23,at_Risk
12543.0,84,1,980.25,2,4,1,21,21,hibernating
12547.0,136,1,175.77999999999997,2,1,1,21,21,hibernating
12549.0,211,6,1575.6799999999998,1,4,4,14,14,at_Risk
12553.0,21,3,896.5699999999999,4,3,3,43,43,potential_loyalists
12554.0,84,1,468.5,2,2,1,21,21,hibernating
12555.0,318,1,129.23,1,1,1,11,11,hibernating
12557.0,7,4,6725.18,5,5,3,53,53,potential_loyalists
12562.0,21,2,1185.18,4,4,2,42,42,potential_loyalists
12563.0,44,1,249.24,3,2,1,31,31,about_to_sleep
12567.0,3,8,4278.880000000001,5,5,5,55,55,champions
12568.0,280,1,70.0,1,1,1,11,11,hibernating
12570.0,318,1,77.52,1,1,1,11,11,hibernating
12573.0,17,4,556.8700000000001,4,3,3,43,43,potential_loyalists
12575.0,93,2,622.8199999999999,2,3,2,22,22,hibernating
12576.0,28,5,776.89,4,3,4,44,44,loyal_customers
12577.0,17,5,995.95,4,4,4,44,44,loyal_customers
12578.0,21,3,1819.09,4,4,3,43,43,potential_loyalists
12580.0,212,1,637.2,1,3,1,11,11,hibernating
12582.0,58,2,1469.04,3,4,2,32,32,about_to_sleep
12583.0,9,14,7157.5599999999995,5,5,5,55,55,champions
12586.0,4,4,1848.73,5,4,3,53,53,potential_loyalists
12588.0,35,4,724.0800000000002,3,3,3,33,33,need_attention
12589.0,50,9,2447.49,3,5,5,35,35,loyal_customers
12591.0,26,2,899.3,4,3,2,42,42,potential_loyalists
12592.0,155,6,715.0199999999998,2,3,4,24,24,at_Risk
12594.0,14,6,1724.29,5,4,4,54,54,champions
12595.0,140,1,299.02000000000004,2,2,1,21,21,hibernating
12598.0,71,6,1411.9900000000002,2,4,4,24,24,at_Risk
12599.0,17,6,1264.1399999999999,4,4,4,44,44,loyal_customers
12600.0,7,16,2374.7500000000005,5,5,5,55,55,champions
12601.0,40,1,104.2,3,1,1,31,31,about_to_sleep
12605.0,1,5,1225.4499999999998,5,4,4,54,54,champions
12606.0,318,1,21.0,1,1,1,11,11,hibernating
12608.0,40,1,415.78999999999996,3,2,1,31,31,about_to_sleep
12609.0,10,7,2291.0099999999998,5,5,4,54,54,champions
12613.0,24,7,3372.54,4,5,4,44,44,loyal_customers
12615.0,49,7,3273.6899999999996,3,5,4,34,34,loyal_customers
12616.0,18,2,388.09999999999997,4,2,2,42,42,potential_loyalists
12619.0,196,1,140.14,1,1,1,11,11,hibernating
12621.0,1,22,10967.24,5,5,5,55,55,champions
12623.0,52,8,3334.74,3,5,5,35,35,loyal_customers
12625.0,145,2,2481.06,2,5,2,22,22,hibernating
12629.0,21,2,1558.2199999999998,4,4,2,42,42,potential_loyalists
12631.0,67,6,2811.77,3,5,4,34,34,loyal_customers
12632.0,156,4,738.88,2,3,3,23,23,at_Risk
12633.0,18,5,3454.58,4,5,4,44,44,loyal_customers
12634.0,171,2,490.0,1,2,2,12,12,hibernating
12635.0,28,2,1241.23,4,4,2,42,42,potential_loyalists
12636.0,374,1,141.0,1,1,1,11,11,hibernating
12637.0,14,4,2318.41,5,5,3,53,53,potential_loyalists
12638.0,275,1,249.8,1,2,1,11,11,hibernating
12639.0,70,2,826.2700000000001,2,3,2,22,22,hibernating
12643.0,21,8,4536.26,4,5,5,45,45,loyal_customers
12644.0,66,5,1337.63,3,4,4,34,34,loyal_customers
12645.0,45,5,1743.72,3,4,4,34,34,loyal_customers
12647.0,3,35,14012.87,5,5,5,55,55,champions
12648.0,70,4,778.95,2,3,3,23,23,at_Risk
12649.0,1,7,1634.9899999999996,5,4,4,54,54,champions
12651.0,14,4,251.29999999999995,5,2,3,53,53,potential_loyalists
12652.0,70,1,97.05000000000001,2,1,1,21,21,hibernating
12653.0,162,1,1950.98,2,4,1,21,21,hibernating
12655.0,59,1,261.35,3,2,1,31,31,about_to_sleep
12656.0,61,4,2338.0599999999995,3,5,3,33,33,need_attention
12661.0,72,1,162.00000000000003,2,1,1,21,21,hibernating
12662.0,9,11,3132.09,5,5,5,55,55,champions
12663.0,260,3,204.0,1,1,3,13,13,at_Risk
12664.0,150,2,1188.16,2,4,2,22,22,hibernating
12665.0,53,3,239.7,3,1,3,33,33,need_attention
12666.0,30,1,1248.42,4,4,1,41,41,promising
12668.0,14,6,7637.530000000001,5,5,4,54,54,champions
12670.0,21,2,764.24,4,3,2,42,42,potential_loyalists
12671.0,242,1,2622.481,1,5,1,11,11,hibernating
12672.0,225,2,184.60000000000005,1,1,2,12,12,hibernating
12673.0,37,1,619.5,3,3,1,31,31,about_to_sleep
12675.0,189,4,934.8000000000001,1,3,3,13,13,at_Risk
12676.0,44,6,1441.6999999999998,3,4,4,34,34,loyal_customers
12677.0,191,3,389.3,1,2,3,13,13,at_Risk
12678.0,11,10,16262.869999999997,5,5,5,55,55,champions
12681.0,3,30,16874.17,5,5,5,55,55,champions
12682.0,1,24,11657.59,5,5,5,55,55,champions
12683.0,1,9,4197.51,5,5,5,55,55,champions
12686.0,7,1,89.14,5,1,1,51,51,new_customers
12687.0,116,2,2138.9099999999994,2,5,2,22,22,hibernating
12691.0,56,1,134.6,3,1,1,31,31,about_to_sleep
12692.0,273,1,110.95,1,1,1,11,11,hibernating
12693.0,32,5,809.46,4,3,4,44,44,loyal_customers
12694.0,51,2,969.78,3,3,2,32,32,about_to_sleep
12695.0,164,3,825.02,2,3,3,23,23,at_Risk
12696.0,70,3,801.1500000000001,2,3,3,23,23,at_Risk
12698.0,226,1,339.75,1,2,1,11,11,hibernating
12699.0,53,1,638.11,3,3,1,31,31,about_to_sleep
12701.0,165,4,1648.7,2,4,3,23,23,at_Risk
12703.0,269,5,617.4799999999999,1,3,4,14,14,at_Risk
12705.0,10,8,4739.76,5,5,5,55,55,champions
12708.0,4,15,2501.84,5,5,5,55,55,champions
12709.0,2,30,21018.510000000002,5,5,5,55,55,champions
12711.0,247,2,1339.0499999999997,1,4,2,12,12,hibernating
12712.0,1,14,2738.0299999999997,5,5,5,55,55,champions
12714.0,24,7,9384.85,4,5,4,44,44,loyal_customers
12717.0,226,1,277.93,1,2,1,11,11,hibernating
12720.0,5,13,2334.6000000000004,5,5,5,55,55,champions
12721.0,1,4,1277.6999999999998,5,4,3,53,53,potential_loyalists
12724.0,19,3,1286.1100000000001,4,4,3,43,43,potential_loyalists
12725.0,7,4,2266.7599999999998,5,5,3,53,53,potential_loyalists
12726.0,23,4,1405.5000000000002,4,4,3,43,43,potential_loyalists
12727.0,78,3,1698.8300000000002,2,4,3,23,23,at_Risk
12728.0,19,1,233.84,4,1,1,41,41,promising
12730.0,157,1,829.2500000000001,2,3,1,21,21,hibernating
12731.0,78,5,6879.800000000001,2,5,4,24,24,at_Risk
12733.0,25,5,1942.87,4,4,4,44,44,loyal_customers
12734.0,10,2,529.25,5,3,2,52,52,potential_loyalists
12737.0,134,2,3710.5,2,5,2,22,22,hibernating
12738.0,8,1,155.35,5,1,1,51,51,new_customers
12739.0,21,2,1713.69,4,4,2,42,42,potential_loyalists
12741.0,165,2,406.07,2,2,2,22,22,hibernating
12742.0,235,2,1185.0200000000002,1,4,2,12,12,hibernating
12744.0,95,4,4037.769999999999,2,5,3,23,23,at_Risk
12745.0,122,3,925.4100000000001,2,3,3,23,23,at_Risk
12746.0,163,3,230.84999999999997,2,1,3,23,23,at_Risk
12747.0,5,22,4968.58,5,5,5,55,55,champions
12748.0,1,159,20898.03,5,5,5,55,55,champions
12749.0,21,8,2460.29,4,5,5,45,45,loyal_customers
12751.0,80,1,268.27,2,2,1,21,21,hibernating
12755.0,1,19,4203.15,5,5,5,55,55,champions
12758.0,95,6,6987.41,2,5,4,24,24,at_Risk
12759.0,22,5,3489.3,4,5,4,44,44,loyal_customers
12760.0,91,1,347.8,2,2,1,21,21,hibernating
12761.0,93,2,782.9499999999999,2,3,2,22,22,hibernating
12763.0,5,1,320.08000000000004,5,2,1,51,51,new_customers
12765.0,108,6,1404.58,2,4,4,24,24,at_Risk
12766.0,2,5,3036.8,5,5,4,54,54,champions
12767.0,11,1,949.82,5,3,1,51,51,new_customers
12768.0,67,2,2.1316282072803006e-14,3,1,2,32,32,about_to_sleep
12770.0,35,6,1624.5,3,4,4,34,34,loyal_customers
12771.0,100,2,262.5,2,2,2,22,22,hibernating
12774.0,171,1,98.7,1,1,1,11,11,hibernating
12775.0,24,2,300.08,4,2,2,42,42,potential_loyalists
12776.0,303,1,55.5,1,1,1,11,11,hibernating
12777.0,93,1,519.45,2,3,1,21,21,hibernating
12778.0,32,3,953.45,4,3,3,43,43,potential_loyalists
12779.0,7,10,2538.06,5,5,5,55,55,champions
12780.0,234,1,337.3999999999999,1,2,1,11,11,hibernating
12782.0,10,8,2252.7200000000003,5,5,5,55,55,champions
12784.0,165,1,1230.3300000000002,2,4,1,21,21,hibernating
12785.0,171,3,773.6,1,3,3,13,13,at_Risk
12786.0,245,1,728.5000000000001,1,3,1,11,11,hibernating
12787.0,49,2,395.52,3,2,2,32,32,about_to_sleep
12788.0,99,4,444.9,2,2,3,23,23,at_Risk
12789.0,148,2,181.5,2,1,2,22,22,hibernating
12790.0,43,2,238.52999999999994,3,1,2,32,32,about_to_sleep
12791.0,9,8,585.1500000000001,5,3,5,55,55,champions
12792.0,170,2,413.34,1,2,2,12,12,hibernating
12793.0,7,2,471.85,5,2,2,52,52,potential_loyalists
12796.0,264,1,381.0,1,2,1,11,11,hibernating
12797.0,1,4,531.28,5,3,3,53,53,potential_loyalists
12798.0,57,1,1533.8899999999999,3,4,1,31,31,about_to_sleep
12799.0,165,1,219.35000000000002,2,1,1,21,21,hibernating
12800.0,106,3,584.25,2,3,3,23,23,at_Risk
12801.0,113,2,1031.8700000000001,2,4,2,22,22,hibernating
12802.0,78,7,1937.8400000000001,2,4,4,24,24,at_Risk
12803.0,29,1,1092.8100000000002,4,4,1,41,41,promising
12804.0,101,2,327.02,2,2,2,22,22,hibernating
12805.0,17,4,1434.9499999999998,4,4,3,43,43,potential_loyalists
12806.0,71,4,2878.96,2,5,3,23,23,at_Risk
12807.0,18,3,269.95,4,2,3,43,43,potential_loyalists
12808.0,4,3,422.45000000000005,5,2,3,53,53,potential_loyalists
12809.0,189,6,1220.98,1,4,4,14,14,at_Risk
12810.0,170,2,534.99,1,3,2,12,12,hibernating
12811.0,14,2,519.05,5,3,2,52,52,potential_loyalists
12813.0,137,3,1687.8,2,4,3,23,23,at_Risk
12817.0,35,2,524.94,3,3,2,32,32,about_to_sleep
12819.0,94,1,540.52,2,3,1,21,21,hibernating
12820.0,33,9,1705.6,4,4,5,45,45,loyal_customers
12821.0,247,1,128.08,1,1,1,11,11,hibernating
12823.0,30,13,4742.0,4,5,5,45,45,loyal_customers
12825.0,157,2,518.63,2,3,2,22,22,hibernating
12826.0,1,8,1460.57,5,4,5,55,55,champions
12829.0,186,1,92.30000000000001,1,1,1,11,11,hibernating
12831.0,99,2,236.06,2,1,2,22,22,hibernating
12835.0,54,49,6018.67,3,5,5,35,35,loyal_customers
12836.0,25,13,3933.6100000000006,4,5,5,45,45,loyal_customers
12837.0,205,1,554.3100000000001,1,3,1,11,11,hibernating
12838.0,9,11,2692.8999999999996,5,5,5,55,55,champions
12839.0,3,16,4344.21,5,5,5,55,55,champions
12840.0,73,5,1299.6000000000001,2,4,4,24,24,at_Risk
12841.0,5,18,3514.08,5,5,5,55,55,champions
12842.0,40,2,799.0000000000002,3,3,2,32,32,about_to_sleep
12843.0,18,25,4664.85,4,5,5,45,45,loyal_customers
12844.0,78,2,322.64,2,2,2,22,22,hibernating
12846.0,318,1,15.58,1,1,1,11,11,hibernating
12847.0,23,1,765.36,4,3,1,41,41,promising
12848.0,311,1,208.0,1,1,1,11,11,hibernating
12849.0,17,4,2039.67,4,4,3,43,43,potential_loyalists
12850.0,81,1,330.0,2,2,1,21,21,hibernating
12851.0,113,1,148.95,2,1,1,21,21,hibernating
12853.0,57,7,1846.8,3,4,4,34,34,loyal_customers
12854.0,197,6,1633.2200000000003,1,4,4,14,14,at_Risk
12855.0,8,4,612.8400000000001,5,3,3,53,53,potential_loyalists
12857.0,72,5,2577.8499999999995,2,5,4,24,24,at_Risk
12858.0,19,2,151.73,4,1,2,42,42,potential_loyalists
12859.0,94,1,575.0999999999999,2,3,1,21,21,hibernating
12860.0,329,1,55.47,1,1,1,11,11,hibernating
12861.0,255,1,68.25,1,1,1,11,11,hibernating
12862.0,61,2,1008.32,3,4,2,32,32,about_to_sleep
12863.0,15,5,2271.35,4,5,4,44,44,loyal_customers
12864.0,144,1,152.45,2,1,1,21,21,hibernating
12865.0,14,2,1755.24,5,4,2,52,52,potential_loyalists
12866.0,110,2,668.2299999999999,2,3,2,22,22,hibernating
12867.0,33,6,3876.4700000000003,4,5,4,44,44,loyal_customers
12868.0,9,3,640.0000000000001,5,3,3,53,53,potential_loyalists
12869.0,317,1,337.6700000000001,1,2,1,11,11,hibernating
12870.0,2,4,1662.0500000000002,5,4,3,53,53,potential_loyalists
12871.0,75,1,363.38,2,2,1,21,21,hibernating
12872.0,1,12,3078.3700000000003,5,5,5,55,55,champions
12873.0,33,2,1653.3000000000004,4,4,2,42,42,potential_loyalists
